id_offre,date_publication,type_contrat,salaire_offre,statut,code_rome,id_region
2523,2024-04-05,Alternance,1783,Expiree,H2301,44
2524,2024-04-21,Alternance,1560,Pourvue,M1810,24
2525,2024-09-21,Stage,953,Expiree,N4105,3
2526,2024-11-10,Alternance,877,Ouverte,H2911,93
2527,2024-08-14,Stage,956,Expiree,H2301,75
2528,2024-02-07,CDD,5543,Ouverte,K2111,3
2529,2024-07-05,CDD,5137,Ouverte,K2107,11
2530,2024-03-02,Interim,1832,Ouverte,H2301,28
2531,2024-02-09,Stage,771,Ouverte,E1103,2
2532,2024-03-15,Interim,4437,Expiree,F1605,2
2533,2024-01-28,Interim,2243,Pourvue,K2112,32
2534,2024-04-26,Interim,2957,Expiree,M1403,2
2535,2024-07-07,CDD,4382,Ouverte,E1108,24
2536,2024-02-17,Stage,553,Pourvue,L1302,84
2537,2024-05-08,CDD,3956,Ouverte,E1106,75
2538,2024-09-10,CDD,2719,Ouverte,H2301,53
2539,2024-01-27,Stage,1059,Ouverte,F1603,27
2540,2024-06-10,Interim,2830,Pourvue,M1805,75
2541,2024-10-31,CDD,2608,Ouverte,M1502,27
2542,2024-10-11,CDD,4654,Ouverte,N1105,76
2543,2024-04-12,CDD,2848,Pourvue,H2911,11
2544,2024-07-02,CDD,4823,Pourvue,N1303,6
2545,2024-07-08,Stage,1071,Ouverte,K2111,84
2546,2024-02-05,Alternance,964,Expiree,L1302,4
2547,2024-07-06,Interim,3641,Ouverte,H2301,11
2548,2024-06-27,Interim,4219,Pourvue,L1401,94
2549,2024-01-17,CDD,2894,Ouverte,N1303,53
2550,2024-05-17,CDI,3915,Expiree,I1605,53
2551,2024-09-20,CDI,6235,Expiree,I1310,32
2552,2024-02-17,Stage,487,Pourvue,G1203,93
2553,2024-09-14,CDI,3969,Pourvue,D1507,76
2554,2024-08-03,CDI,4610,Ouverte,L1507,75
2555,2024-11-02,Interim,4287,Pourvue,N4105,76
2556,2024-09-24,Stage,1036,Pourvue,D1507,76
2557,2024-10-19,CDI,2912,Ouverte,G1801,1
2558,2024-06-12,CDI,5399,Ouverte,F1603,53
2559,2024-09-09,Stage,1081,Ouverte,H2206,76
2560,2024-10-23,CDI,3155,Expiree,M1402,44
2561,2024-09-16,Interim,2476,Ouverte,F1603,4
2562,2024-05-20,Interim,1776,Pourvue,N4105,84
2563,2024-03-17,Stage,491,Pourvue,H2206,53
2564,2024-09-12,CDI,6451,Ouverte,N4105,53
2565,2024-06-10,CDI,5773,Ouverte,G1203,84
2566,2024-01-01,CDI,3440,Ouverte,L1507,6
2567,2024-09-19,Alternance,1166,Expiree,K2111,76
2568,2024-07-29,Interim,3131,Ouverte,K2112,94
2569,2024-06-18,Interim,1821,Ouverte,M1402,11
2570,2024-04-25,CDD,2757,Pourvue,M1806,24
2571,2024-11-03,CDI,3337,Expiree,M1402,93
2572,2024-10-03,Alternance,1427,Ouverte,I1308,1
2573,2024-10-19,Stage,471,Ouverte,M1805,93
2574,2024-01-26,CDD,5148,Ouverte,E1106,94
2575,2024-06-05,Alternance,1170,Ouverte,M1502,2
2576,2024-06-23,CDD,4209,Ouverte,H2911,6
2577,2024-04-02,Stage,1126,Ouverte,M1502,32
2578,2024-06-14,CDD,5100,Expiree,L1401,44
2579,2024-10-24,CDI,6471,Ouverte,D1507,6
2580,2024-07-26,Interim,3525,Pourvue,N1105,44
2581,2024-03-25,Interim,4568,Ouverte,F1605,2
2582,2024-08-05,Stage,859,Ouverte,H2301,28
2583,2024-04-03,Alternance,1678,Ouverte,H2206,27
2584,2024-05-08,CDD,3325,Pourvue,F1605,84
2585,2024-03-01,CDI,4715,Ouverte,M1402,32
2586,2024-10-23,Interim,3570,Expiree,D1507,94
2587,2024-02-05,Interim,4171,Pourvue,E1108,84
2588,2024-04-15,CDI,6692,Pourvue,K2107,84
2589,2024-01-29,CDD,3123,Ouverte,N1303,84
2590,2024-02-12,CDI,2243,Ouverte,E1103,28
2591,2024-09-24,CDI,6591,Expiree,K2112,2
2592,2024-11-27,Stage,950,Ouverte,K2111,1
2593,2024-01-29,CDD,5311,Expiree,D1507,28
2594,2024-04-09,Interim,3891,Ouverte,M1806,53
2595,2024-01-26,CDD,4981,Ouverte,E1103,3
2596,2024-11-02,Interim,4234,Ouverte,N4105,28
2597,2024-11-19,CDD,4211,Pourvue,E1108,6
2598,2024-04-03,Stage,420,Ouverte,H2301,44
2599,2024-06-23,Interim,2364,Ouverte,E1108,93
2600,2024-01-27,Stage,812,Ouverte,N1303,27
2601,2024-01-18,Stage,749,Expiree,L1302,1
2602,2024-01-03,Alternance,1657,Ouverte,M1805,93
2603,2024-09-20,Stage,409,Expiree,G1801,24
2604,2024-10-16,Stage,458,Ouverte,N1105,11
2605,2024-01-17,CDI,2737,Ouverte,G1801,11
2606,2024-06-19,CDI,2243,Ouverte,F1605,1
2607,2024-04-02,CDD,2087,Ouverte,F1603,94
2608,2024-09-28,Stage,601,Ouverte,F1701,3
2609,2024-01-11,Stage,996,Expiree,M1402,1
2610,2024-04-26,Alternance,1168,Ouverte,L1507,27
2611,2024-02-03,Interim,3365,Ouverte,L1302,2
2612,2024-07-03,Interim,4682,Pourvue,M1806,84
2613,2024-04-11,CDI,3679,Ouverte,E1103,2
2614,2024-02-23,CDI,2271,Ouverte,K2111,84
2615,2024-10-13,CDI,5110,Pourvue,I1308,4
2616,2024-11-21,Interim,4315,Ouverte,M1402,44
2617,2024-08-29,CDD,2493,Ouverte,M1806,53
2618,2024-05-05,CDD,4469,Pourvue,G1801,2
2619,2024-10-21,Alternance,860,Pourvue,L1507,94
2620,2024-01-11,CDI,2256,Ouverte,K2111,28
2621,2024-10-30,Interim,3225,Expiree,M1810,32
2622,2024-08-22,CDI,3553,Pourvue,F1701,24
2623,2024-06-04,Stage,912,Ouverte,F1603,76
2624,2024-07-04,Stage,610,Ouverte,I1605,3
2625,2024-10-11,Interim,2151,Ouverte,F1605,84
2626,2024-01-11,CDI,4945,Expiree,N1303,76
2627,2024-01-05,CDI,5258,Expiree,K2111,52
2628,2024-03-10,CDD,5734,Pourvue,M1502,94
2629,2024-07-07,Interim,3858,Ouverte,G1203,27
2630,2024-02-25,Alternance,1463,Ouverte,I1310,11
2631,2024-09-22,Interim,1832,Ouverte,N1105,4
2632,2024-10-10,Alternance,1798,Ouverte,M1402,32
2633,2024-10-17,Alternance,1315,Ouverte,F1701,93
2634,2024-07-02,Stage,1054,Pourvue,L1401,1
2635,2024-07-28,Interim,2138,Ouverte,H2911,93
2636,2024-08-02,Stage,1140,Expiree,I1310,76
2637,2024-05-30,Stage,549,Expiree,M1810,32
2638,2024-03-30,Alternance,935,Pourvue,F1701,6
2639,2024-08-26,CDD,2356,Ouverte,I1605,11
2640,2024-08-07,CDD,4581,Expiree,E1106,44
2641,2024-01-06,Interim,3182,Ouverte,N4105,11
2642,2024-03-06,Alternance,1260,Ouverte,G1203,75
2643,2024-10-01,CDI,4513,Ouverte,I1605,93
2644,2024-11-03,Stage,715,Pourvue,I1310,44
2645,2024-05-03,CDI,5985,Ouverte,E1108,53
2646,2024-02-13,CDD,4949,Ouverte,H2911,93
2647,2024-11-23,Interim,1998,Ouverte,N1105,24
2648,2024-02-16,Stage,984,Pourvue,F1603,2
2649,2024-01-06,CDD,3365,Ouverte,F1701,84
2650,2024-01-14,Stage,874,Ouverte,I1310,32
2651,2024-10-12,CDI,2917,Ouverte,F1605,1
2652,2024-11-26,CDI,5861,Ouverte,L1507,32
2653,2024-05-04,CDD,2243,Expiree,G1203,1
2654,2024-08-31,Interim,4548,Expiree,I1308,4
2655,2024-05-20,Interim,2697,Ouverte,I1308,94
2656,2024-03-24,CDI,2446,Expiree,K2112,76
2657,2024-10-01,Stage,539,Ouverte,I1310,94
2658,2024-07-13,Alternance,1528,Ouverte,L1507,6
2659,2024-03-20,CDD,4880,Ouverte,L1302,3
2660,2024-10-01,CDI,4904,Ouverte,F1701,28
2661,2024-08-03,Stage,627,Expiree,N1303,44
2662,2024-09-02,Alternance,1418,Ouverte,H2911,1
2663,2024-06-21,CDD,4857,Expiree,E1103,1
2664,2024-01-15,Alternance,977,Ouverte,H2206,3
2665,2024-05-01,CDD,5016,Pourvue,L1401,94
2666,2024-09-02,CDI,3934,Ouverte,F1603,24
2667,2024-07-14,Stage,1107,Pourvue,K2111,93
2668,2024-08-11,CDI,3025,Expiree,M1805,75
2669,2024-09-05,CDD,2596,Ouverte,M1403,24
2670,2024-10-20,Alternance,1646,Pourvue,M1403,27
2671,2024-06-20,Alternance,867,Ouverte,L1507,6
2672,2024-06-14,Alternance,1171,Ouverte,F1603,53
2673,2024-09-23,CDD,2265,Ouverte,M1403,53
2674,2024-11-02,Interim,3866,Pourvue,D1507,1
2675,2024-09-08,CDD,2378,Ouverte,D1507,1
2676,2024-10-17,Alternance,1095,Ouverte,E1103,94
2677,2024-04-18,Alternance,902,Ouverte,H2911,84
2678,2024-04-13,CDI,5698,Ouverte,K2112,27
2679,2024-10-07,Interim,3951,Expiree,K2111,94
2680,2024-07-08,CDD,1994,Ouverte,H2911,6
2681,2024-10-23,CDD,4834,Ouverte,H2911,93
2682,2024-10-13,CDI,5742,Pourvue,E1108,4
2683,2024-01-06,Interim,2066,Ouverte,L1401,94
2684,2024-08-04,Interim,4541,Ouverte,E1103,1
2685,2024-05-19,CDI,2230,Ouverte,H2911,84
2686,2024-09-09,Alternance,1244,Pourvue,K2111,6
2687,2024-06-30,CDD,4615,Ouverte,K2107,6
2688,2024-08-06,Interim,3067,Pourvue,G1801,24
2689,2024-01-21,CDI,3645,Ouverte,E1103,11
2690,2024-10-14,Alternance,885,Ouverte,I1605,76
2691,2024-05-22,CDD,5127,Pourvue,M1402,28
2692,2024-03-14,CDI,6306,Ouverte,N1303,28
2693,2024-10-17,CDD,3754,Ouverte,E1106,11
2694,2024-11-12,Stage,627,Ouverte,F1701,27
2695,2024-03-14,Stage,802,Ouverte,F1603,32
2696,2024-06-26,CDI,3746,Expiree,G1801,32
2697,2024-03-13,Interim,4446,Ouverte,K2111,76
2698,2024-03-21,Interim,4306,Ouverte,F1603,2
2699,2024-05-22,CDD,2905,Pourvue,H2301,53
2700,2024-11-03,Interim,4256,Ouverte,I1308,75
2701,2024-01-18,Stage,684,Ouverte,M1402,27
2702,2024-07-02,Alternance,1618,Pourvue,M1805,2
2703,2024-02-12,Interim,3489,Pourvue,L1401,75
2704,2024-08-20,Alternance,994,Ouverte,F1603,32
2705,2024-03-11,CDI,3958,Ouverte,I1308,75
2706,2024-09-30,Alternance,1708,Ouverte,M1810,2
2707,2024-05-28,Stage,1076,Ouverte,F1605,27
2708,2024-01-07,Stage,657,Expiree,I1308,44
2709,2024-09-16,Interim,3553,Ouverte,H2911,32
2710,2024-01-09,Interim,2861,Expiree,I1308,1
2711,2024-11-28,Stage,1080,Ouverte,D1507,53
2712,2024-05-23,Stage,554,Ouverte,E1106,75
2713,2024-11-08,CDD,3554,Expiree,M1403,24
2714,2024-06-10,Alternance,931,Pourvue,I1308,76
2715,2024-04-13,CDI,5782,Expiree,H2301,28
2716,2024-02-01,Stage,1116,Expiree,E1106,32
2717,2024-10-26,CDI,4239,Ouverte,M1805,3
2718,2024-11-02,Alternance,1458,Pourvue,N1105,11
2719,2024-02-02,Alternance,1219,Ouverte,H2301,76
2720,2024-05-17,CDD,3178,Ouverte,N1105,11
2721,2024-10-14,CDI,3907,Expiree,F1701,84
2722,2024-02-28,Stage,560,Expiree,H2911,32
2723,2024-08-06,CDI,6154,Ouverte,M1502,84
2724,2024-09-27,CDD,3590,Ouverte,I1605,84
2725,2024-02-10,Alternance,1252,Ouverte,G1801,24
2726,2024-11-17,CDI,5204,Ouverte,H2206,32
2727,2024-05-02,Interim,4590,Ouverte,I1605,94
2728,2024-03-05,Interim,2338,Ouverte,K2112,75
2729,2024-09-05,Stage,1012,Ouverte,D1507,76
2730,2024-11-23,Alternance,1308,Ouverte,M1502,2
2731,2024-07-20,Stage,991,Expiree,D1507,2
2732,2024-02-09,CDI,6926,Ouverte,M1805,52
2733,2024-06-30,Stage,1129,Ouverte,F1605,6
2734,2024-02-21,Interim,2279,Pourvue,N4105,6
2735,2024-01-10,Stage,832,Pourvue,H2301,44
2736,2024-03-13,Alternance,1250,Expiree,H2206,94
2737,2024-03-25,Alternance,1150,Ouverte,D1507,84
2738,2024-11-17,CDD,4883,Ouverte,M1502,4
2739,2024-11-13,Alternance,1082,Pourvue,I1308,44
2740,2024-05-22,Stage,439,Ouverte,H2301,53
2741,2024-01-17,Alternance,1257,Ouverte,E1108,53
2742,2024-03-04,Alternance,1744,Expiree,K2112,27
2743,2024-09-02,CDD,1870,Ouverte,I1308,6
2744,2024-05-31,CDD,2323,Expiree,N1105,11
2745,2024-08-30,Stage,932,Ouverte,M1806,1
2746,2024-02-23,CDD,3001,Pourvue,G1801,32
2747,2024-02-03,Stage,511,Ouverte,M1403,94
2748,2024-10-16,Stage,663,Ouverte,M1402,4
2749,2024-03-07,Stage,717,Ouverte,M1806,2
2750,2024-03-27,Interim,4590,Ouverte,K2111,93
2751,2024-08-14,Stage,1191,Ouverte,L1302,84
2752,2024-11-15,CDI,3954,Pourvue,F1701,4
2753,2024-06-25,Alternance,1413,Ouverte,M1403,4
2754,2024-11-08,Alternance,1737,Ouverte,F1701,75
2755,2024-11-10,Stage,957,Ouverte,M1806,84
2756,2024-07-31,Alternance,1286,Expiree,M1502,24
2757,2024-05-03,Interim,3975,Pourvue,K2107,52
2758,2024-07-14,Stage,1097,Ouverte,F1603,76
2759,2024-01-13,CDD,4152,Ouverte,K2111,75
2760,2024-01-12,Alternance,1184,Ouverte,M1403,2
2761,2024-08-13,CDI,5995,Ouverte,H2911,32
2762,2024-06-02,Stage,858,Pourvue,K2107,76
2763,2024-01-17,CDI,3304,Pourvue,M1805,24
2764,2024-05-19,Interim,3735,Ouverte,G1801,3
2765,2024-05-03,CDD,5740,Ouverte,M1402,6
2766,2024-02-06,Alternance,1701,Ouverte,M1403,93
2767,2024-01-20,CDI,3971,Ouverte,G1203,1
2768,2024-08-13,CDD,2706,Expiree,M1806,6
2769,2024-03-29,Alternance,1432,Ouverte,I1310,53
2770,2024-05-03,CDI,4296,Pourvue,M1805,3
2771,2024-09-25,Interim,4178,Pourvue,E1106,3
2772,2024-10-29,Alternance,892,Expiree,E1108,2
2773,2024-01-02,CDD,3736,Expiree,I1308,6
2774,2024-11-15,CDI,6992,Pourvue,K2112,27
2775,2024-05-14,CDI,2899,Pourvue,D1507,44
2776,2024-06-02,Alternance,1799,Ouverte,F1603,52
2777,2024-04-06,CDD,2223,Ouverte,H2206,84
2778,2024-05-29,Alternance,1301,Ouverte,M1402,3
2779,2024-02-14,Alternance,1105,Pourvue,L1302,75
2780,2024-09-29,Stage,1198,Pourvue,G1203,75
2781,2024-09-01,Alternance,978,Ouverte,K2112,75
2782,2024-01-31,Stage,460,Ouverte,E1103,27
2783,2024-05-25,Alternance,1760,Ouverte,K2107,76
2784,2024-11-12,Alternance,1460,Expiree,H2206,94
2785,2024-05-15,Interim,3367,Ouverte,N1105,75
2786,2024-10-17,CDD,4254,Ouverte,F1701,93
2787,2024-09-16,CDI,5361,Ouverte,F1701,1
2788,2024-07-13,CDI,2041,Ouverte,N1105,27
2789,2024-07-08,Stage,602,Ouverte,G1801,2
2790,2024-10-02,CDI,6798,Pourvue,D1507,84
2791,2024-05-13,CDD,4426,Ouverte,K2107,3
2792,2024-07-27,Stage,1116,Expiree,F1603,53
2793,2024-08-07,Alternance,1312,Ouverte,D1507,52
2794,2024-06-07,CDI,6703,Ouverte,G1203,52
2795,2024-07-13,Alternance,1132,Ouverte,I1308,28
2796,2024-07-20,Alternance,870,Expiree,I1308,27
2797,2024-09-28,CDI,5045,Pourvue,F1603,76
2798,2024-05-15,Alternance,805,Expiree,K2112,53
2799,2024-05-20,Stage,697,Pourvue,I1310,1
2800,2024-02-12,Alternance,1152,Ouverte,F1701,4
2801,2024-05-05,Interim,3029,Pourvue,N4105,52
2802,2024-02-14,CDI,3023,Pourvue,H2206,24
2803,2024-01-21,Alternance,1570,Ouverte,L1401,75
2804,2024-08-05,CDD,1924,Ouverte,K2107,6
2805,2024-11-23,CDD,3070,Ouverte,L1401,32
2806,2024-07-01,Interim,3388,Pourvue,M1502,3
2807,2024-05-03,Interim,4189,Expiree,I1605,52
2808,2024-09-21,CDI,4190,Ouverte,M1805,52
2809,2024-11-23,Interim,3391,Ouverte,E1108,3
2810,2024-07-12,CDD,5782,Ouverte,M1403,75
2811,2024-11-24,Interim,2979,Expiree,D1507,28
2812,2024-09-09,CDD,4533,Ouverte,H2206,44
2813,2024-07-26,Interim,3076,Expiree,F1603,75
2814,2024-09-01,Alternance,982,Ouverte,N1105,4
2815,2024-09-14,Interim,2647,Ouverte,K2112,27
2816,2024-03-11,Interim,3315,Ouverte,G1801,44
2817,2024-06-17,CDI,2226,Ouverte,M1502,3
2818,2024-02-01,Stage,858,Ouverte,M1402,84
2819,2024-04-04,Stage,922,Ouverte,M1805,28
2820,2024-08-17,CDD,5050,Ouverte,I1310,4
2821,2024-08-01,Interim,1953,Expiree,F1701,75
2822,2024-09-12,CDI,3323,Ouverte,M1502,1
2823,2024-09-09,Stage,719,Ouverte,G1801,75
2824,2024-04-13,Stage,463,Pourvue,F1701,6
2825,2024-11-16,Alternance,861,Ouverte,K2107,53
2826,2024-10-22,CDD,4381,Expiree,K2111,93
2827,2024-08-20,CDD,4751,Ouverte,M1402,84
2828,2024-01-14,CDD,4489,Expiree,G1801,11
2829,2024-02-23,Stage,990,Ouverte,M1402,28
2830,2024-04-21,CDD,2169,Ouverte,M1502,94
2831,2024-06-09,CDI,6367,Expiree,H2206,75
2832,2024-08-13,CDD,2565,Pourvue,E1108,75
2833,2024-01-15,CDD,2428,Ouverte,M1805,52
2834,2024-07-08,CDI,3783,Ouverte,K2112,24
2835,2024-06-08,Alternance,1146,Pourvue,K2112,94
2836,2024-08-20,Interim,3197,Ouverte,N1105,93
2837,2024-11-10,CDD,4986,Ouverte,L1507,52
2838,2024-01-21,Interim,2121,Ouverte,L1507,1
2839,2024-05-03,CDD,2982,Expiree,G1203,44
2840,2024-04-24,Stage,860,Ouverte,I1310,94
2841,2024-09-13,CDD,2617,Ouverte,G1203,32
2842,2024-04-09,CDI,6146,Ouverte,K2107,1
2843,2024-06-01,Interim,3585,Expiree,L1507,28
2844,2024-09-18,CDD,2051,Expiree,M1810,3
2845,2024-02-11,CDD,2876,Ouverte,H2911,75
2846,2024-02-24,CDD,4758,Ouverte,M1402,6
2847,2024-08-20,Stage,401,Expiree,I1310,53
2848,2024-04-26,CDD,2083,Expiree,M1810,24
2849,2024-03-07,Interim,4131,Ouverte,K2111,24
2850,2024-01-10,CDD,2745,Pourvue,L1507,3
2851,2024-10-03,Interim,1743,Expiree,E1108,1
2852,2024-08-17,Alternance,1032,Ouverte,M1402,6
2853,2024-07-22,CDI,2988,Pourvue,N4105,94
2854,2024-06-03,CDD,4333,Expiree,E1106,28
2855,2024-09-16,Stage,1157,Expiree,M1502,3
2856,2024-10-25,CDD,4815,Expiree,E1103,93
2857,2024-06-09,Stage,772,Ouverte,H2301,27
2858,2024-05-13,Alternance,1327,Pourvue,M1403,2
2859,2024-04-18,Stage,1125,Expiree,E1106,2
2860,2024-01-10,CDI,5922,Ouverte,N1303,94
2861,2024-04-04,Interim,3617,Ouverte,F1701,93
2862,2024-03-05,Alternance,1651,Ouverte,K2112,76
2863,2024-08-30,Interim,4662,Ouverte,N1303,76
2864,2024-10-16,Alternance,1705,Ouverte,N1105,53
2865,2024-06-18,CDD,4710,Ouverte,M1806,75
2866,2024-07-28,Alternance,1666,Pourvue,E1106,84
2867,2024-01-12,Interim,4171,Expiree,H2206,75
2868,2024-06-06,CDI,2921,Pourvue,E1108,27
2869,2024-04-03,Alternance,1733,Ouverte,M1805,94
2870,2024-09-20,CDI,3044,Ouverte,H2911,75
2871,2024-01-09,Interim,3932,Ouverte,M1402,4
2872,2024-10-04,Stage,533,Pourvue,K2107,94
2873,2024-07-26,Stage,866,Ouverte,K2111,1
2874,2024-03-21,Stage,402,Ouverte,E1106,6
2875,2024-04-25,Stage,546,Expiree,M1810,93
2876,2024-08-29,Interim,3155,Ouverte,E1108,53
2877,2024-09-26,Stage,604,Pourvue,F1603,11
2878,2024-10-01,Stage,1129,Ouverte,K2111,2
2879,2024-01-02,CDD,3003,Expiree,H2301,24
2880,2024-06-02,Alternance,805,Pourvue,K2112,27
2881,2024-03-18,CDD,5186,Ouverte,M1402,44
2882,2024-09-28,Stage,548,Expiree,M1402,11
2883,2024-10-21,Stage,784,Pourvue,I1310,27
2884,2024-10-09,CDI,5077,Expiree,F1603,44
2885,2024-09-16,Interim,4501,Ouverte,E1108,6
2886,2024-07-07,CDD,5281,Ouverte,I1308,94
2887,2024-10-15,CDD,1803,Pourvue,G1801,27
2888,2024-07-21,CDD,3427,Expiree,N1303,93
2889,2024-08-12,Stage,738,Ouverte,L1401,44
2890,2024-03-24,CDI,6202,Ouverte,K2111,75
2891,2024-07-27,CDD,5149,Expiree,F1701,3
2892,2024-10-15,Alternance,1301,Ouverte,M1402,52
2893,2024-03-23,Interim,2863,Ouverte,I1308,75
2894,2024-07-01,Alternance,947,Pourvue,L1302,93
2895,2024-03-01,Alternance,1084,Ouverte,I1310,24
2896,2024-03-18,CDD,3468,Expiree,F1605,6
2897,2024-10-30,Interim,4411,Ouverte,L1401,53
2898,2024-01-30,Interim,2585,Ouverte,H2206,52
2899,2024-08-29,Alternance,1269,Ouverte,F1605,84
2900,2024-06-24,Interim,3930,Ouverte,N1303,24
2901,2024-07-05,Alternance,988,Ouverte,F1701,75
2902,2024-02-09,CDI,4505,Expiree,K2111,52
2903,2024-10-20,CDI,3270,Pourvue,E1106,94
2904,2024-07-01,Stage,611,Ouverte,G1203,52
2905,2024-05-28,CDD,4741,Pourvue,N4105,44
2906,2024-08-19,CDD,2845,Ouverte,D1507,27
2907,2024-02-10,CDI,6618,Pourvue,F1603,28
2908,2024-09-12,Alternance,1217,Pourvue,G1203,93
2909,2024-10-23,CDI,5510,Ouverte,K2112,2
2910,2024-03-22,CDI,5185,Pourvue,H2911,1
2911,2024-09-17,Interim,2321,Ouverte,F1605,28
2912,2024-08-09,CDD,3188,Ouverte,E1106,24
2913,2024-06-21,Interim,2044,Ouverte,M1805,44
2914,2024-04-02,Stage,968,Expiree,E1106,24
2915,2024-07-29,Interim,4588,Expiree,N4105,2
2916,2024-04-12,Stage,1009,Ouverte,L1507,11
2917,2024-05-06,CDI,5715,Pourvue,G1801,94
2918,2024-07-03,CDD,4918,Ouverte,M1403,52
2919,2024-07-15,CDD,5625,Pourvue,F1603,32
2920,2024-02-25,Interim,3514,Expiree,G1203,1
2921,2024-05-25,Stage,401,Ouverte,L1401,6
2922,2024-03-27,Stage,1014,Expiree,N1303,84
2923,2024-04-08,Stage,795,Ouverte,N1303,2
2924,2024-07-03,CDI,2835,Ouverte,H2301,94
2925,2024-11-08,Interim,2118,Expiree,K2111,3
2926,2024-06-14,Interim,3051,Ouverte,G1801,1
2927,2024-08-08,Interim,3892,Ouverte,E1106,94
2928,2024-08-28,Alternance,1101,Ouverte,M1810,1
2929,2024-02-21,CDI,5649,Ouverte,E1103,3
2930,2024-08-14,CDI,6990,Ouverte,D1507,6
2931,2024-05-19,Interim,4211,Ouverte,D1507,11
2932,2024-02-03,Alternance,932,Ouverte,F1603,1
2933,2024-01-10,Alternance,1460,Expiree,E1103,1
2934,2024-09-24,Stage,712,Ouverte,N1105,93
2935,2024-03-14,Alternance,1119,Ouverte,E1106,4
2936,2024-10-10,CDI,4189,Ouverte,M1403,4
2937,2024-06-12,CDD,1956,Ouverte,I1605,53
2938,2024-03-13,CDD,3645,Ouverte,M1810,76
2939,2024-08-01,Stage,706,Expiree,G1801,53
2940,2024-04-17,CDD,2548,Expiree,E1103,32
2941,2024-01-18,Stage,1034,Ouverte,M1502,53
2942,2024-06-29,Stage,558,Ouverte,I1605,28
2943,2024-04-13,Interim,3563,Ouverte,F1605,24
2944,2024-01-17,Alternance,1057,Expiree,M1402,24
2945,2024-10-14,Stage,619,Expiree,I1605,28
2946,2024-05-21,CDI,5284,Expiree,F1605,28
2947,2024-02-05,Stage,1015,Pourvue,M1402,3
2948,2024-10-03,Alternance,1078,Ouverte,E1103,94
2949,2024-07-22,CDI,6639,Ouverte,M1402,32
2950,2024-04-06,Stage,527,Ouverte,M1403,53
2951,2024-04-09,Stage,441,Expiree,K2107,27
2952,2024-10-17,Stage,759,Expiree,D1507,53
2953,2024-09-12,Interim,2723,Expiree,M1402,28
2954,2024-01-22,CDI,4281,Pourvue,L1302,27
2955,2024-07-23,Interim,2929,Pourvue,G1203,93
2956,2024-11-08,CDD,2585,Ouverte,E1106,32
2957,2024-07-17,Interim,4147,Pourvue,M1806,94
2958,2024-06-26,CDI,3545,Pourvue,I1308,11
2959,2024-06-19,CDD,5586,Ouverte,D1507,52
2960,2024-09-03,Stage,1086,Ouverte,M1403,27
2961,2024-09-22,CDI,4322,Pourvue,M1403,94
2962,2024-05-18,Interim,2595,Ouverte,K2112,4
2963,2024-09-01,Stage,533,Expiree,E1108,11
2964,2024-11-06,CDI,5760,Ouverte,M1403,52
2965,2024-06-03,CDD,4686,Ouverte,N1303,24
2966,2024-03-20,Stage,593,Expiree,G1203,6
2967,2024-01-24,Interim,2363,Expiree,K2107,2
2968,2024-01-23,Interim,3857,Expiree,I1605,53
2969,2024-11-07,Interim,2479,Ouverte,E1108,27
2970,2024-02-04,Stage,1060,Ouverte,E1103,52
2971,2024-08-12,CDD,2770,Ouverte,H2911,76
2972,2024-10-11,Alternance,1083,Pourvue,E1103,53
2973,2024-01-06,Alternance,1592,Ouverte,L1302,11
2974,2024-02-17,CDD,5249,Ouverte,I1308,11
2975,2024-01-22,CDI,4511,Ouverte,F1605,11
2976,2024-02-09,Interim,3936,Pourvue,D1507,6
2977,2024-07-15,Alternance,1635,Expiree,F1605,84
2978,2024-08-28,Interim,1824,Ouverte,M1805,6
2979,2024-03-30,CDD,2443,Ouverte,H2206,75
2980,2024-03-16,CDD,3108,Ouverte,H2206,93
2981,2024-10-20,Interim,1882,Ouverte,F1603,28
2982,2024-02-23,CDD,4737,Expiree,L1401,3
2983,2024-10-30,Stage,857,Pourvue,M1403,28
2984,2024-06-09,CDI,6867,Ouverte,M1402,27
2985,2024-04-08,CDD,4117,Expiree,L1302,24
2986,2024-09-15,Interim,2700,Expiree,L1507,2
2987,2024-09-05,CDI,3668,Ouverte,N4105,1
2988,2024-05-28,CDD,2119,Ouverte,I1605,32
2989,2024-02-28,CDD,3100,Expiree,H2206,94
2990,2024-06-28,Interim,4194,Pourvue,H2206,2
2991,2024-04-15,Stage,503,Ouverte,I1310,4
2992,2024-06-14,CDI,5474,Pourvue,M1805,3
2993,2024-10-10,Alternance,951,Ouverte,F1605,84
2994,2024-09-12,CDI,3545,Pourvue,M1502,32
2995,2024-11-09,CDI,2094,Ouverte,H2206,94
2996,2024-06-06,Stage,654,Pourvue,K2112,52
2997,2024-09-11,CDD,3309,Expiree,H2911,28
2998,2024-07-16,CDD,3825,Pourvue,F1701,24
2999,2024-07-02,CDI,4830,Pourvue,K2112,11
3000,2024-06-27,Stage,1199,Ouverte,H2911,76
3001,2024-05-10,CDI,2863,Ouverte,I1308,24
3002,2024-08-25,CDD,4081,Expiree,I1308,44
3003,2024-11-04,CDI,5263,Ouverte,H2206,52
3004,2024-05-01,CDI,4836,Ouverte,M1402,11
3005,2024-04-14,CDD,5776,Ouverte,N1105,32
3006,2024-07-08,Alternance,1020,Ouverte,M1805,93
3007,2024-04-18,CDD,1964,Pourvue,L1401,2
